Date,New cases,New cases (weekly reporting),Cumulative epidemiological link cases,Cumulative cases,Cumulative Vancouver Coastal,Cumulative Fraser Health,Cumulative Island Health ,Cumulative Interior Health,Cumulative Northern Health,Out of province,Hospitalization (Currently in hospital,Hospital admissions (reported weekly),ICU (Currently in ICU,Recovered,Deaths,Deaths (reported weekly),Cumulative deaths,Active cases,New tests,Tests performed,Positivity rate,Cumulative positivity rate,Omicron cases (cumulative),B.1.1.7 (UK Cumulative total,B.1.351 (SA Cumulative total,P.1 (Brazil Cumulative total,B.1.525 (Nigeria Cumulative total,"Active (""confirmed"" VOC",http://www.bccdc.ca/about/news-stories/stories/2020/information-on-novel-coronavirus,Reported #s are typically from the previous day (two days in the case of Mondays.,
2020-09-26,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3890
2020-09-27,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2020-09-28,74,,164,8908,3226,4555,206,531,303,87,69,,22,7346,3,,233,1302,,,,,,,,,,,,,-4024
2020-09-29,105,,167,9013,3286,4594,206,531,309,87,69,,20,7485,1,,234,1268,,,,,,,,,,,,,-39
2020-09-30,125,,166,9138,3340,4658,208,533,312,87,72,,21,7591,0,,234,1284,,,,,,,,,,,,,-62
2020-10-01,82,,167,9220,3360,4712,209,535,317,87,69,,19,7695,1,,235,1261,,,,,,,,,,,,,-52
2020-10-02,161,,169,9381,3440,4791,209,535,318,88,63,,16,7813,3,,238,1302,,,,,,,,,,,,,-79
2020-10-03,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4256
2020-10-04,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2020-10-05,120,,176,9739,3580,4980,220,548,322,89,66,,16,8115,4,,242,1353,,,,,,,,,,,,,-4432
2020-10-06,102,,176,9841,3612,5038,221,556,324,90,71,,16,8184,2,,244,1384,,,,,,,,,,,,,-50
2020-10-07,115,,181,9956,3644,5119,222,557,325,89,72,,15,8296,0,,244,1387,,,,,,,,,,,,,-80
2020-10-08,110,,182,10066,3693,5174,223,557,330,89,76,,17,8398,1,,245,1394,,,,,,,,,,,,,-55
2020-10-09,119,,186,10185,3728,5253,225,559,331,89,68,,19,8502,0,,245,1406,,,,,,,,,,,,,-77
2020-10-10,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4694
2020-10-11,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2020-10-12,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2020-10-13,101,,191,10734,3892,5595,235,582,341,89,77,,24,8974,5,,250,1476,,,,,,,,,,,,,-5013
2020-10-14,158,,195,10892,3941,5697,237,585,343,89,84,,24,9112,0,,250,1496,5446,683531,0.029012119,0.015934903,,,,,,,,,-99
2020-10-15,142,,198,11034,3974,5800,239,587,345,89,74,,24,9257,0,,250,1494,9016,,0.015749778,,,,,,,,,,-101
2020-10-16,155,,207,11189,4036,5884,240,590,350,89,72,,26,9387,1,,251,1513,10855,,0.014279134,,,,,,,,,,-81
2020-10-17,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5294
2020-10-18,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2020-10-19,174,,212,11687,4146,6244,243,611,355,88,67,,19,9753,2,,253,1639,8104,,0.021470879,,,,,,,,,,-5633
2020-10-20,167,,213,11854,4175,6366,244,624,357,88,69,,18,9871,1,,254,1688,5314,736637,0.031426421,0.016092051,,,,,,,,,-109
2020-10-21,203,,214,12057,4215,6517,244,632,361,88,70,,21,9993,2,,256,1766,10482,747119,0.019366533,0.016137991,,,,,,,,,-143
2020-10-22,274,,215,12331,4260,6725,249,644,365,88,71,,24,10114,0,,256,1920,10398,757517,0.026351221,0.016278183,,,,,,,,,-196
2020-10-23,223,,220,12554,4319,6864,250,662,371,88,75,,24,10247,0,,256,2009,6582,764099,0.03388028,0.016429808,,,,,,,,,-121
2020-10-24,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6202
2020-10-25,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2020-10-26,207,,231,13371,4428,7529,250,693,383,88,77,,26,10734,3,,259,2325,6736,792224,0.030730404,0.016877802,,,,,,,,,-6836
2020-10-27,217,,233,13588,4476,7674,250,717,383,88,84,,27,10954,0,,259,2322,5157,797381,0.042078728,0.017040787,,,,,,,,,-121
2020-10-28,287,,237,13875,4545,7863,253,727,399,88,83,,25,11244,2,,261,2316,9568,806953,0.029995819,0.01719431,,,,,,,,,-179
2020-10-29,234,,241,14109,4588,8036,256,734,406,89,86,,24,11448,1,,262,2344,10127,817076,0.023106547,0.017267672,,,,,,,,,-166
2020-10-30,272,,246,14381,4664,8219,256,741,412,89,78,,25,11670,1,,263,2390,10420,827496,0.026103647,0.017378936,,,,,,,,,-176
2020-10-31,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7478
2020-11-01,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2020-11-02,379,,253,15501,4898,9049,265,777,422,90,90,,19,12207,6,,269,2945,6625,852267,0.057207547,0.018187962,,,,,,,,,-8272
2020-11-03,299,,257,15800,4993,9234,270,788,425,90,92,,22,12430,3,,272,3017,4848,857115,0.061674917,0.018433932,,,,,,,,,-174
2020-11-04,335,,264,16135,5097,9439,274,803,432,90,92,,25,12659,1,,273,3120,8848,864963,0.037861664,0.018653977,,,,,,,,,-190
2020-11-05,425,,268,16560,5223,9707,281,821,438,90,97,,24,12806,0,,273,3389,11020,877987,0.038566243,0.018861327,,,,,,,,,-250
2020-11-06,589,,275,17149,5369,10109,286,845,450,90,104,,28,13035,2,,275,3741,10591,888593,0.055613257,0.019299049,,,,,,,,,-378
2020-11-07,567,,,17716,5491,10520,289,867,459,,100,,31,,1,,276,,,,,,,,,,,,,,-389
2020-11-08,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9653
2020-11-09,462,,275,18714,5699,11257,301,898,469,90,133,,43,13425,5,,281,4891,10688,916803,0.043226048,0.020412237,,,,,,,,,-10359
2020-11-10,525,,275,19239,5858,11582,308,925,476,90,142,,46,13604,3,,284,5133,5823,922626,0.090159711,0.020852436,,,,,,,,,-298
2020-11-11,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10657
2020-11-12,594,,281,20368,6107,12390,324,925,499,89,155,,44,14089,4,,288,5793,12442,945759,0.047741521,0.021536142,,,,,,,,,-11465
2020-11-13,617,,287,20985,6237,12814,340,1001,504,89,167,,50,14901,2,,290,5579,9480,955239,0.065084388,0.021968324,,,,,,,,,-348
2020-11-14,654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11813
2020-11-15,659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2020-11-16,646,,290,22944,6692,14175,381,1088,518,90,181,,57,16087,9,,299,6729,9396,987796,0.068752661,0.023227468,,,,,,,,,-13087
2020-11-17,717,,,,6869,14659,397,1106,539,90,198,,63,,11,,310,6589,,,,,,,,,,,,,-466
2020-11-18,762,,293,24422,7079,15140,417,1144,552,90,209,,58,16914,10,,320,6861,11145,1005759,0.068371467,0.024282159,,,,,,,,,-443
2020-11-19,536,,302,24958,7256,15448,429,1172,563,90,217,,59,17206,1,,321,6926,13792,1019551,0.038863109,0.024479403,,,,,,,,,-280
2020-11-20,516,,302,25474,7404,15742,446,1203,588,91,227,,57,17477,10,,331,7122,11087,1030631,0.046540994,0.024716897,,,,,,,,,-263
2020-11-21,713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14539
2020-11-22,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2020-11-23,594,,313,27407,7818,17046,494,1307,649,93,277,,58,19069,17,,348,7360,9744,1066696,0.060960591,0.025693356,,,,,,,,,-15739
2020-11-24,695,,312,28348,7992,17478,505,1356,678,93,284,,61,19605,10,,358,7732,,,,,,,,,,,,,-383
2020-11-25,738,,316,29086,8161,18167,526,1526,713,93,294,,61,,13,,371,7816,11492,1089225,0.064218587,0.02670339,,,,,,,,,-519
2020-11-26,887,,319,29973,8329,18779,544,1491,737,93,294,,64,19998,13,,384,7899,13082,1102307,0.067803088,0.027191155,,,,,,,,,-647
2020-11-27,911,,323,30884,8482,19428,571,1538,772,93,301,,69,21304,11,,395,8472,14336,1116642,0.063546317,0.027657924,,,,,,,,,-602
2020-11-28,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17890
2020-11-29,731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2020-11-30,596,,333,33238,8850,21070,629,1750,845,94,316,,75,23111,46,,441,8855,9416,1153408,0.063296517,0.02881721,,,,,,,,,-19320
2020-12-01,656,,336,33894,8990,21478,639,1833,860,94,336,,76,23774,16,,457,8796,8468,1161867,0.077468115,0.029172014,,,,,,,,,-325
2020-12-02,834,,338,34728,9164,22007,659,1899,905,94,337,,79,24424,12,,469,8941,12065,1173931,0.06912557,0.029582659,,,,,,,,,-463
2020-12-03,694,,342,35422,9278,22472,669,1981,928,94,325,,80,24928,12,,481,9103,12165,1186096,0.057048911,0.029864362,,,,,,,,,-383
2020-12-04,711,,349,36132,9421,22899,679,2062,978,93,338,,76,25658,11,,492,9050,14537,1200633,0.048909679,0.030094125,,,,,,,,,-346
2020-12-05,647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20837
2020-12-06,726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2020-12-07,647,,359,38152,9725,24261,724,2265,1084,93,349,,77,27287,35,,527,9380,9192,1235006,0.070387293,0.030892158,,,,,,,,,-21996
2020-12-08,566,,360,38718,9861,24558,735,2339,1132,93,352,,74,27897,16,,543,9315,6943,1241949,0.081520956,0.031175193,,,,,,,,,-223
2020-12-09,619,,363,39337,9982,24942,740,2420,1159,94,338,,76,28448,16,,559,9329,12958,1254907,0.047769718,0.031346546,,,,,,,,,-303
2020-12-10,723,,364,40060,10117,25398,750,2502,1199,94,346,,75,28948,28,,587,9524,12614,1267521,0.057317267,0.031604999,,,,,,,,,-374
2020-12-11,737,,370,40797,10236,25867,758,2601,1240,95,342,,87,29598,11,,598,9589,10557,1278078,0.069811499,0.031920587,,,,,,,,,-370
2020-12-12,698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23266
2020-12-13,689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2020-12-14,759,,386,42943,10536,27431,787,2851,1331,97,359,,87,31207,49,,647,10039,11142,1316237,0.068120625,0.032625583,,,,,,,,,-24580
2020-12-15,522,,394,43463,10620,27679,794,2907,1368,95,361,,93,31866,21,,668,9860,6521,1325240,0.080049072,0.032796324,,,,,,,,,-192
2020-12-16,640,,395,44103,10718,28078,799,2998,1415,95,362,,91,32376,24,,692,9950,14765,1340007,0.04334575,0.032912515,,,,,,,,,-308
2020-12-17,673,,401,44776,10863,28481,803,3064,1462,103,358,,93,32963,21,,713,10009,11169,1351612,0.060256066,0.03312785,,,,,,,,,-337
2020-12-18,624,,405,45400,10969,28887,808,3124,1509,103,356,,92,33589,11,,724,9978,11529,1363251,0.054124382,0.033302745,,,,,,,,,-346
2020-12-19,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25763
2020-12-20,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2020-12-21,529,,419,47067,11252,29971,829,3313,1599,103,341,,80,35455,41,,765,9718,7180,1393231,0.07367688,0.033782625,,,,,,,,,-26658
2020-12-22,444,,424,47510,11331,30227,838,3391,1620,103,357,,84,36094,12,,777,9481,6571,1400609,0.067569624,0.033920959,,,,,,,,,-178
2020-12-23,518,,424,48027,11428,30559,847,3440,1651,102,348,,80,36952,19,,796,9137,8513,1409122,0.060848115,0.034082925,,,,,,,,,-283
2020-12-24,582,,427,48609,11535,30885,857,3511,1719,102,341,,78,37784,12,,808,8865,8415,1417542,0.06916221,0.034291047,,,,,,,,,-255
2020-12-25,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27374
2020-12-26,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2020-12-27,424,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,0
2020-12-28,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2020-12-29,382,,452,50815,11913,32260,901,3749,1890,102,373,,80,41175,74,,882,7580,4675,1444990,0.08171123,0.035166333,,,,,,,,,-28511
2020-12-30,485,,457,51300,12030,32471,917,3806,1974,102,379,,77,41681,11,,893,7551,6785,1451775,0.071481209,0.035336054,,,,,,,,,-154
2020-12-31,690,,458,51990,12135,32918,928,3890,2017,102,374,,76,42127,8,,901,7781,8003,1459779,0.086217668,0.03561498,,,,,,,,,-363
2021-01-01,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29028
2021-01-02,607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2021-01-03,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2021-01-04,539,,480,54201,12524,34219,992,4178,2186,102,351,,76,45229,45,,946,6823,5918,1485231,0.091078067,0.036493313,,,,,,,,,-30041
2021-01-05,428,,482,54629,12614,34442,1001,4239,2231,102,367,,77,45999,8,,954,6472,5915,1491146,0.072358411,0.036635581,,,,,,,,,-162
2021-01-06,625,,483,55254,12792,34747,1029,4310,2274,102,381,,78,46728,8,,962,6343,8899,1500005,0.07023261,0.036835877,,,,,,,,,-234
2021-01-07,761,,483,56015,12886,35231,1052,4406,2338,102,372,,74,47374,8,,970,6349,8960,1508966,0.084933036,0.037121446,,,,,,,,,-388
2021-01-08,617,,501,56632,13025,35551,1079,4487,2387,103,358,,75,48205,18,,988,6118,9345,1518311,0.066024612,0.037299341,,,,,,,,,-239
2021-01-09,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31064
2021-01-10,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2021-01-11,430,,509,58107,13312,36287,1138,4704,2560,106,362,,72,50529,22,,1010,5232,5710,1542320,0.07530648,0.037675061,,,,,,,,,-31583
2021-01-12,446,,516,58553,13408,36510,1152,4771,2606,106,368,,72,51144,9,,1019,5045,5795,1548105,0.076962899,0.03782237,,,,,,,,,-156
2021-01-13,519,,522,59072,13525,36745,1186,4855,2651,110,360,,76,51893,12,,1031,4810,9050,1557590,0.057348066,0.037925256,,,,,,,,,-151
2021-01-14,536,,525,59608,13627,36998,1207,4970,2696,110,362,,74,52605,7,,1038,4624,9296,1566986,0.057659208,0.038039906,,4,1,0,,,,,-138
2021-01-15,509,,534,60117,13728,37258,1220,5056,2745,110,349,,68,53115,9,,1047,4604,9661,1576473,0.052686057,0.03813386,,,,,,,,,-174
2021-01-16,584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32202
2021-01-17,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2021-01-18,301,,538,61447,14009,37806,1285,5313,2911,123,343,,68,54656,31,,1078,4326,5637,1601791,0.053397197,0.038361434,,,,,,,,,-32493
2021-01-19,465,,551,61912,14092,38068,1306,5374,2943,129,329,,70,55099,12,,1090,4331,5041,1606879,0.092243602,0.038529348,,,,,,,,,-201
2021-01-20,500,,551,62412,14217,38284,1338,5465,2978,130,320,,66,55564,14,,1104,4345,10437,1618059,0.047906487,0.038572141,,,,,,,,,-125
2021-01-21,564,,559,62976,14328,38518,1385,5560,3054,131,309,,68,56010,15,,1119,4450,8829,1627001,0.063880394,0.038706799,,,,,,,,,-139
2021-01-22,508,,565,63484,14460,38746,1398,5639,3109,132,315,,75,56455,9,,1128,4479,9546,1636665,0.053216007,0.038788634,,6,3,0,,,,,-149
2021-01-23,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33107
2021-01-24,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2021-01-25,346,,569,64828,14774,39364,1471,5873,3213,132,328,,68,57831,26,,1154,4392,,1663577,,0.038969041,,,,,,,,,-33491
2021-01-26,407,,583,65234,14898,39533,1493,5927,3251,132,313,,71,58352,14,,1168,4260,5231,1668808,0.077805391,0.039090177,,,,,,,,,-115
2021-01-27,485,,583,65719,15013,39743,1538,6010,3283,132,303,,74,58778,4,,1172,4299,11743,1681571,0.041301201,0.039081906,,,,,,,,,-127
2021-01-28,546,,588,66265,15187,39961,1568,6080,3334,135,291,,75,59141,8,,1184,4455,10041,1691612,0.054377054,0.039172694,,,,,,,,,-148
2021-01-29,514,,594,66779,15321,40184,1597,6151,3391,135,292,,74,59551,5,,1189,4557,11773,1704375,0.04365922,0.039180931,,,,,,,,,-152
2021-01-30,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34033
2021-01-31,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2021-02-01,277,,598,67937,15616,40677,1675,6345,3489,135,289,,79,61117,21,,1210,4134,5945,1729193,0.046593776,0.039288269,,14,4,0,0,,,,-34332
2021-02-02,429,,604,68366,15728,40879,1702,6396,3524,137,294,,82,61129,8,,1218,4542,5578,1734772,0.076909286,0.039409213,,,,,,,,,-151
2021-02-03,414,,611,68780,15835,41061,1728,6459,3558,138,278,,80,61643,16,,1234,4426,7999,1742771,0.05175647,0.039465885,,,,,,,,,-119
2021-02-04,465,,614,69245,15934,41295,1755,6513,3610,138,257,,76,62078,6,,1240,4447,8748,1751908,0.053155007,0.039525477,,19,9,0,0,,,,-180
2021-02-05,471,,618,69716,16042,41503,1783,6569,3681,138,253,,70,62567,6,,1246,4423,8186,1759017,0.057537259,0.0396335,,,,,,,,,-152
2021-02-06,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34934
2021-02-07,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2021-02-08,343,,623,70952,16308,42104,1869,6721,3812,138,234,,69,65605,13,,1259,3976,5552,1781152,0.061779539,0.039834893,,25,15,0,0,,,,-35383
2021-02-09,435,,636,71387,16415,42325,1892,6768,3849,138,241,,68,65618,4,,1263,4393,4987,1786205,0.08722679,0.039965737,,,,,,,,,-174
2021-02-10,469,,641,71856,16515,42568,1917,6814,3902,140,230,,66,66167,6,,1269,4305,8050,1794265,0.05826087,0.040047596,,,,,,,,,-197
2021-02-11,449,,644,72305,16608,42810,1936,6872,3939,140,224,,63,66603,9,,1278,4317,8211,1802476,0.054682743,0.040114265,,,,,,,,,-184
2021-02-12,445,,649,72750,16743,43028,1951,6916,3969,143,226,,61,67008,10,,1288,4347,7731,1810219,0.057560471,0.040188508,,29,17,0,1,,"First point prevalence test: from all positive tests Jan 30-Feb 6 (3099, only 3 positive (2=UK, 1=SA, confirmed by genomic sequencing. Start at 9:00 in https://news.gov.bc.ca/releases/2021HLTH0014-000277",,-174
2021-02-13,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36112
2021-02-14,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2021-02-15,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2021-02-16,302,,655,74283,17135,43884,2009,7008,4104,143,231,,74,68705,26,,1314,4189,5248,1836797,0.057545732,0.040441595,,40,19,0,1,,,,-36876
2021-02-17,427,,675,74710,17225,44120,2027,7055,4135,148,232,,63,69167,3,,1317,4150,5635,1842587,0.075776398,0.040546254,,,,,,,,,-189
2021-02-18,617,,679,75327,17371,44462,2046,7072,4227,149,224,,60,69602,4,,1321,4348,9147,1851860,0.06745381,0.040676401,,,,,,,,,-325
2021-02-19,508,,677,75835,17487,44748,2068,7131,4252,149,217,,61,69970,6,,1327,4486,9117,1861010,0.055720083,0.040749378,,52,20,0,,,,,-227
2021-02-20,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37617
2021-02-21,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2021-02-22,449,,680,77263,17845,45553,2167,7198,4351,149,223,,66,71313,8,,1335,4560,6006,1881992,0.074758575,0.041053841,,81,20,0,2,4,,,-38355
2021-02-23,559,,709,77822,17977,45831,2206,7241,4417,150,238,,69,71753,1,,1336,4677,6758,1888784,0.08271678,0.04120217,,,,,,,,,-235
2021-02-24,456,,708,78278,18085,46090,2241,7271,4437,154,237,,64,72219,2,,1338,4668,9187,1898021,0.049635354,0.041241904,,,,,,,,,-229
2021-02-25,395,,720,78673,18171,46297,2278,7295,4478,154,228,,62,72781,10,,1348,4489,8270,1906311,0.047762999,0.041269761,,95,21,0,2,9,,,-183
2021-02-26,589,,,79262,18328,46614,2309,7334,4523,154,232,,63,73188,7,,1355,4665,,,,,,,,,,,,,-278
2021-02-27,532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39280
2021-02-28,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2021-03-01,438,,736,80672,18619,47436,2403,7435,4625,154,236,,65,74776,15,,1363,4464,6726,1940319,0.065120428,0.041576669,,137,21,0,,10,,,-40001
2021-03-02,438,,732,81367,18858,47840,2423,7443,4649,154,243,,63,75255,2,,1365,4679,6415,1946735,0.068277475,0.041796649,,159,23,0,,8,data correction reported: https://www.citynews1130.com/2021/03/02/bc-new-covid-cases-deaths/,,-396
2021-03-03,542,,737,81909,18989,48132,2454,7486,4693,155,246,,64,75819,7,,1372,4654,9189,1955945,0.058983567,0.041876944,,176,24,0,,11,,,-249
2021-03-04,564,,749,82473,19157,48411,2489,7522,4739,155,248,,64,76289,4,,1376,4743,8282,1964262,0.068099493,0.041986761,,218,28,0,,16,,,-243
2021-03-05,634,,752,83107,19306,48776,2515,7555,4799,156,255,,66,76752,4,,1380,4799,10384,1974667,0.06105547,0.04208659,,222,28,0,,12,,,-332
2021-03-06,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41221
2021-03-07,532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2021-03-08,385,,771,84569,19713,49578,2587,7634,4901,156,240,,66,78237,11,,1391,4854,6607,2000267,0.05827153,0.042278856,,363,31,0,,87,,,-41944
2021-03-09,550,,782,85119,19846,49897,2594,7670,4953,159,249,,68,78770,2,,1393,4869,6560,2004825,0.083841463,0.042457072,,530,33,13,,113,,,-283
2021-03-10,531,,780,85650,19993,50188,2613,7712,4985,159,244,,66,79309,1,,1394,4861,9147,2013972,0.05805182,0.0425279,,580,33,14,,109,,,-249
2021-03-11,569,,777,86219,20133,50489,2654,7738,5045,160,244,,68,79829,3,,1397,4912,8983,2022956,0.063341868,0.042620304,,588,36,14,,89,,,-275
2021-03-12,648,,774,86867,20282,50861,2686,7777,5101,160,255,,67,80325,0,,1397,5070,9270,2032227,0.069902913,0.042744733,,667,36,14,,99,,,-333
2021-03-13,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43084
2021-03-14,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2021-03-15,460,,782,88373,20664,51701,2761,7857,5230,160,269,,76,81890,10,,1407,4987,7198,2059338,0.063906641,0.042913305,,818,41,21,,195,,,-43844
2021-03-16,556,,796,88929,20803,52032,2788,7873,5271,162,280,,84,82436,0,,1407,4999,7101,2066441,0.078298831,0.04303486,,921,41,34,,130,,,-315
2021-03-17,498,,796,89427,20931,52323,2800,7904,5307,162,281,,83,83083,4,,1411,4851,8843,2075288,0.05631573,0.043091369,,,,,,,No report on VOC,,-260
2021-03-18,622,,799,90049,21115,52640,2835,7934,5361,164,286,,85,83613,8,,1419,4941,8234,2083522,0.075540442,0.043219606,,1040,41,51,,143,,,-287
2021-03-19,737,,803,90786,21278,53066,2867,7967,5443,165,292,,85,84078,2,,1421,5207,9789,2093312,0.075288589,0.04336955,,1094,41,65,,149,,,-393
2021-03-20,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45099
2021-03-21,598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
